ID,kindom,phylum,class,order,family,genus,species
OTU3032,Bacteria,Gemmatimonadetes,Gemm-3,,,,
OTU3033,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU3034,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU3035,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3036,Bacteria,Chloroflexi,Anaerolineae,S0208,,,
OTU3037,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,,
OTU3038,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU3039,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU3040,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3041,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
OTU3042,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin517,,
OTU3043,Bacteria,Gemmatimonadetes,Gemmatimonadetes,KD8-87,,,
OTU3044,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
OTU3045,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3046,Bacteria,Planctomycetes,OM190,CL500-15,,,
OTU3047,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,[Chromatiaceae],Rheinheimera,
OTU3048,Bacteria,Acidobacteria,iii1-8,DS-18,,,
OTU3049,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,,
OTU3050,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU3051,Bacteria,Chloroflexi,S085,,,,
OTU3052,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU3053,Bacteria,Chloroflexi,S085,,,,
OTU3054,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
OTU3055,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
OTU3056,Bacteria,Gemmatimonadetes,,,,,
OTU3057,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,
OTU3058,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
OTU3059,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU3060,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
OTU3061,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU3062,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU3063,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
OTU3064,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,,
OTU3065,Bacteria,Chlorobi,BSV26,A89,,,
OTU3066,Bacteria,Fibrobacteres,Fibrobacteria,258ds10,,,
OTU3067,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3068,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU3069,Bacteria,Planctomycetes,Phycisphaerae,CCM11a,,,
OTU3070,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU3071,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3072,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3073,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3074,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU3075,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Sulfuritalea,
OTU3076,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
OTU3077,Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,,,
OTU3078,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU3079,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3080,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU3081,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
OTU3082,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU3083,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU3084,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,
OTU3085,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU3086,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
OTU3087,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU3088,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU3089,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
OTU3090,Bacteria,Chloroflexi,Anaerolineae,envOPS12,,,
OTU3091,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
OTU3092,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
OTU3093,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3094,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU3095,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU3096,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,
OTU3097,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU3098,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU3099,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU3100,Bacteria,Gemmatimonadetes,Gemm-2,,,,
OTU3101,Bacteria,Acidobacteria,[Chloracidobacteria],PK29,,,
OTU3102,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU3103,Bacteria,Acidobacteria,DA052,Ellin6513,,,
OTU3104,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU3105,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU3106,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU3107,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU3108,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,
OTU3109,Bacteria,Acidobacteria,Solibacteres,Solibacterales,AKIW659,,
OTU3110,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
OTU3111,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU3112,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
OTU3113,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU3114,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU3115,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3116,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,
OTU3117,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU3118,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU3119,Bacteria,Planctomycetes,,,,,
OTU3120,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],Anaerovorax,
OTU3121,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU3122,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3123,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,
OTU3124,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
OTU3125,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU3126,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU3127,Bacteria,WS2,SHA-109,,,,
OTU3128,Bacteria,Planctomycetes,Planctomycetia,B97,,,
OTU3129,Bacteria,NKB19,TSBW08,,,,
OTU3130,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,,
OTU3131,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
OTU3132,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU3133,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU3134,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU3135,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU3136,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,succinicans
OTU3137,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3138,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU3139,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU3140,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Phormidium,
OTU3141,Bacteria,GN02,BD1-5,,,,
OTU3142,Bacteria,TM7,TM7-3,,,,
OTU3143,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU3144,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU3145,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
OTU3146,Bacteria,Chloroflexi,P2-11E,,,,
OTU3147,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,
OTU3148,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU3149,Bacteria,Planctomycetes,BD7-11,,,,
OTU3150,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU3151,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
OTU3152,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
OTU3153,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU3154,Bacteria,Gemmatimonadetes,Gemm-5,,,,
OTU3155,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,,
OTU3156,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU3157,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU3158,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU3159,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU3160,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU3161,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU3162,Bacteria,WPS-2,,,,,
OTU3163,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,
OTU3164,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU3165,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,
OTU3166,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,
OTU3167,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU3168,Bacteria,OP3,koll11,,,,
OTU3169,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU3170,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,
OTU3171,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,
OTU3172,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU3173,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU3174,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU3175,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU3176,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU3177,Bacteria,SR1,,,,,
OTU3178,Bacteria,Chlorobi,,,,,
OTU3179,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU3180,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU3181,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Sediminibacterium,
OTU3182,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU3183,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU3184,Bacteria,Gemmatimonadetes,Gemmatimonadetes,N1423WL,,,
OTU3185,Bacteria,Gemmatimonadetes,Gemmatimonadetes,N1423WL,,,
OTU3186,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU3187,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3188,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,,
OTU3189,Bacteria,TM7,TM7-3,,,,
OTU3190,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU3191,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
OTU3192,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU3193,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU3194,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU3195,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU3196,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,
OTU3197,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU3198,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
OTU3199,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU3200,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
OTU3201,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU3202,Bacteria,Gemmatimonadetes,Gemmatimonadetes,C114,,,
OTU3203,Bacteria,Cyanobacteria,ML635J-21,,,,
OTU3204,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU3205,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU3206,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
OTU3207,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
OTU3208,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,211ds20,,
OTU3209,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,
OTU3210,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU3211,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Hedyosmum,arborescens
OTU3212,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,,
OTU3213,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3214,Bacteria,Acidobacteria,Acidobacteria-5,,,,
OTU3215,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU3216,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
OTU3217,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Ellin506,
OTU3218,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU3219,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU3220,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU3221,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU3222,Bacteria,Chloroflexi,TK10,B07_WMSP1,FFCH4570,,
OTU3223,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU3224,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU3225,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU3226,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,
OTU3227,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,
OTU3228,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU3229,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU3230,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU3231,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU3232,Bacteria,Acidobacteria,RB25,,,,
OTU3233,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,,,
OTU3234,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3235,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU3236,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
OTU3237,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU3238,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU3239,Bacteria,WS2,SHA-109,,,,
OTU3240,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
OTU3241,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU3242,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
OTU3243,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU3244,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU3245,Bacteria,TM7,TM7-1,,,,
OTU3246,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU3247,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
OTU3248,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU3249,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3250,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,
OTU3251,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,gelatinosus
OTU3252,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU3253,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU3254,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU3255,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU3256,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
OTU3257,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU3258,Bacteria,Armatimonadetes,[Fimbriimonadia],[Fimbriimonadales],[Fimbriimonadaceae],Fimbriimonas,
OTU3259,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU3260,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Lacibacter,cauensis
OTU3261,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU3262,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,
OTU3263,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU3264,Bacteria,Cyanobacteria,Nostocophycideae,,,,
OTU3265,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU3266,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU3267,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU3268,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU3269,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
OTU3270,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3271,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
OTU3272,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU3273,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
OTU3274,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3275,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU3276,Bacteria,TM7,TM7-3,EW055,,,
OTU3277,Bacteria,Acidobacteria,iii1-8,32-20,,,
OTU3278,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU3279,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
OTU3280,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU3281,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,
OTU3282,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU3283,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,brasilense
OTU3284,Bacteria,Chloroflexi,Anaerolineae,envOPS12,,,
OTU3285,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU3286,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU3287,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU3288,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3289,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
OTU3290,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,[Thermodesulfovibrionaceae],,
OTU3291,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
OTU3292,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,lividum
OTU3293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
OTU3294,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,
OTU3295,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU3296,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU3297,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU3298,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU3299,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3300,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU3301,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU3302,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU3303,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU3304,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU3305,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU3306,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
OTU3307,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU3308,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU3309,Bacteria,Acidobacteria,[Chloracidobacteria],DS-100,,,
OTU3310,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU3311,Bacteria,FBP,,,,,
OTU3312,Bacteria,Gemmatimonadetes,Gemmatimonadetes,KD8-87,,,
OTU3313,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU3314,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
OTU3315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU3316,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU3317,Bacteria,Chloroflexi,Ellin6529,,,,
OTU3318,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
OTU3319,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU3320,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU3321,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3322,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
OTU3323,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU3324,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,,
OTU3325,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
OTU3326,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU3327,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
OTU3328,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU3329,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,
OTU3330,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU3331,Bacteria,FBP,,,,,
OTU3332,Bacteria,TM7,TM7-1,,,,
OTU3333,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU3334,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU3335,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
