ID,M-1,M-2,M-3,M-4,M-5,M-6,M-7,M-8,M-9,M-10,M-11,M-12,M-13,G-1,G-2,G-3,G-4,G-5,G-6,G-7,G-8,G-9,G-10,G-11,G-12,G-13,G-14,G-15,G-16,G-19,G-20,G-21,G-22,G-23,G-24,G-25
OTU180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
OTU181,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
OTU182,0,0,0,1,0,1,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,1
OTU183,7,0,0,2,0,0,0,0,0,1,0,3,0,2,0,1,3,4,0,0,1,2,8,0,0,2,0,10,0,3,4,11,0,7,3,2
OTU184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU186,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU187,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
OTU188,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU189,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
OTU190,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU191,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU192,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU193,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
OTU194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU195,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
OTU196,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,1,1,2,0,1,0,0,0,0,0,0,3,3,0,0,0,1
OTU197,0,1,0,4,1,2,0,0,0,0,0,3,1,2,1,2,1,3,4,1,2,3,1,0,1,4,1,3,1,2,1,4,1,1,3,3
OTU198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU199,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU200,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,1,0,0,2
OTU201,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU202,1,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU203,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU205,6,0,0,0,0,1,0,1,0,5,0,7,0,20,0,5,0,2,1,3,1,4,0,0,0,0,1,2,1,12,4,2,0,5,1,6
OTU206,0,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU207,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU208,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,2
OTU209,1,9,0,1,5,5,30,10,7,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU210,10,26,4,0,3,2,28,15,36,0,0,0,4,13,4,0,18,1,1,0,0,0,4,10,1,30,0,15,1,1,1,0,23,0,4,15
OTU211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
OTU212,0,0,0,0,0,0,0,0,0,1,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU213,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU214,0,3,13,0,8,22,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU215,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU216,5,0,0,2,0,0,0,0,0,5,2,4,0,10,1,1,5,2,0,6,2,3,1,1,12,3,1,2,2,14,4,1,1,1,3,22
OTU217,0,2,0,0,0,0,0,0,0,0,1,1,1,7,3,1,2,0,0,0,0,2,1,7,3,9,1,4,1,0,0,0,4,0,1,8
OTU218,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0
OTU219,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU220,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU221,3,275,74,0,59,30,212,19,109,8,7,1,26,22,0,10,16,13,0,0,15,4,21,1,29,13,6,1,29,3,1,0,33,23,15,35
OTU222,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0
OTU223,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU224,9,11,0,3,1,3,7,11,3,1,1,3,4,1,0,1,50,2,1,1,4,1,23,11,6,10,2,14,7,11,2,7,28,6,1,8
OTU225,0,1,2,0,1,3,11,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0
OTU226,0,0,0,1,0,1,0,0,3,18,9,5,0,7,10,4,10,1,4,3,8,11,14,26,3,8,2,5,3,3,5,3,1,1,0,1
OTU227,4,30,7,1,7,7,8,2,35,2,1,1,6,3,2,0,0,3,0,0,1,0,1,3,3,13,1,5,2,0,0,2,14,2,2,2
OTU228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU229,0,18,0,5,2,2,1,13,2,1,2,0,0,0,0,1,1,1,3,1,2,0,2,4,5,3,6,2,0,0,1,1,4,0,1,0
OTU230,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU231,1,2,1,0,0,0,0,3,4,0,0,0,1,0,0,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0
OTU232,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU233,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU234,3,2,0,0,0,0,0,0,0,5,0,2,0,1,0,0,0,0,0,0,1,3,0,2,1,0,0,2,0,1,0,3,1,0,3,0
OTU235,1,1,0,1,0,1,5,2,11,0,0,0,0,2,0,1,2,1,0,0,0,1,3,0,0,7,1,2,0,1,0,1,4,0,0,2
OTU236,0,0,0,0,43,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU237,0,1,0,0,1,2,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU238,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0
OTU239,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0
OTU240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU241,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,5,0,0
OTU242,0,0,2,0,6,3,0,0,0,0,3,1,10,0,17,7,1,2,2,5,3,0,1,0,0,1,2,0,3,2,4,0,0,1,0,0
OTU243,1,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU244,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU245,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU246,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0
OTU247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,3,1,0,5,0,1,0,1,0,0,0,0
OTU248,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU249,89,150,0,5,0,0,159,229,261,0,9,0,4,74,0,1,163,0,0,0,0,1,142,236,225,232,0,148,2,1,1,0,190,0,18,195
OTU250,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,2,0,0,0,1,1,1,0,4,2,0,0,0,0
OTU251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU252,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU253,2,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,1,2,2,0,0,0,4,0,1,1,0,5,0,1,1,0,3,1,1,1
OTU254,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,10,0,11,0,0,0,2,1,0,2,8,1,1,0,0,0,1,0,8,0
OTU255,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU256,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,3,0,0,1,3,3,13,7,0,0,2,3,4,0,1,0,4,2,11
OTU257,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
OTU258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
OTU263,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
OTU266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
OTU267,2,0,1,0,0,0,1,0,1,1,7,4,0,2,1,0,2,1,1,4,1,2,1,5,5,2,0,3,0,2,2,1,3,1,4,10
OTU268,0,0,0,0,4,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,4,0,1,0
OTU269,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,3,0,1,0,0,0,0,0,0,1,1,0,2,1
OTU270,0,10,4,1,8,6,6,3,17,1,0,0,2,5,0,1,3,4,3,2,2,0,8,2,1,40,1,10,2,0,0,0,15,1,1,1
OTU271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,3
OTU272,3,1,0,2,0,2,0,4,1,3,2,3,0,7,0,1,1,0,6,1,0,1,1,4,0,0,0,3,1,1,1,3,1,2,2,8
OTU273,7,4,12,17,4,8,2,4,1,2,2,11,4,16,15,13,12,14,18,12,12,9,18,11,5,4,10,11,6,7,11,6,12,16,7,3
OTU274,0,2,1,1,29,18,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU275,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,2,0,0,0,0
OTU276,5,0,0,8,1,0,0,1,0,4,0,5,0,12,0,3,8,5,9,10,7,12,18,6,11,1,4,6,1,7,10,11,3,5,4,20
OTU277,0,0,0,1,0,0,0,0,0,8,12,1,0,0,0,1,0,0,0,2,1,3,3,3,5,2,0,2,0,1,2,0,0,0,0,0
OTU278,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU280,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU281,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU282,0,3,0,0,0,0,30,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU283,0,2,3,1,9,5,0,1,0,2,2,0,2,2,1,2,1,0,0,2,2,0,3,3,0,1,0,2,0,0,0,1,2,0,0,2
OTU284,0,3,1,0,0,1,0,1,1,0,2,0,1,5,2,3,7,2,4,1,2,0,13,4,3,5,3,2,6,1,0,0,5,1,4,1
OTU285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
OTU286,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU287,5,20,0,5,0,0,19,1,57,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,3,1,0,0,0,0,5,0,0,0
OTU288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
OTU289,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU290,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU291,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU292,0,3,0,0,0,2,6,2,5,0,3,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
OTU293,11,2,0,1,1,0,4,2,2,4,3,6,1,5,1,6,0,6,2,1,6,2,4,2,1,1,3,1,1,2,7,13,5,5,3,5
OTU294,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU295,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
OTU296,1,2,1,1,0,0,0,0,0,0,0,0,5,3,4,1,4,2,0,0,1,0,2,1,1,12,0,4,2,0,0,0,12,1,0,0
OTU297,0,0,0,0,8,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU298,0,0,1,0,1,0,0,1,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,25,2,2,0,0,0,1,3,1,0,0
OTU299,3,0,2,17,2,1,0,1,0,1,1,1,0,5,0,6,4,3,5,0,2,3,6,0,3,0,2,4,6,2,5,7,5,3,2,10
OTU300,1,4,7,0,2,2,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,4,0,3,2,0,0,1,17,2,3,7
OTU301,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU302,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,2,2,0,1,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0
OTU303,7,0,0,9,3,4,0,2,8,3,5,6,5,15,6,9,11,7,13,5,8,7,12,18,10,18,8,19,4,5,12,5,15,6,4,17
OTU304,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU305,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU306,0,0,0,0,9,0,1,2,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0
OTU307,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0
OTU308,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU309,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU310,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU311,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,1,0,1,1,1,0,2,24,0,0,0,1,3,1,0,0,0,2,8
OTU312,0,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU313,0,2,0,1,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU314,7,12,5,1,20,9,2,8,8,0,1,0,3,2,2,1,17,14,4,6,2,0,5,9,2,20,6,7,29,0,4,0,30,4,16,4
OTU315,6,0,1,0,0,1,1,1,0,0,0,0,1,4,1,2,9,0,0,0,1,0,1,8,6,6,1,2,2,3,1,1,6,0,1,14
OTU316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0
OTU317,4,1,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
OTU318,9,4,1,3,0,0,6,9,6,2,2,4,3,3,2,5,3,4,3,0,1,4,2,6,2,7,2,10,5,5,0,2,3,2,5,2
OTU319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU320,2,3,2,1,3,2,0,3,0,4,0,5,0,16,0,5,9,8,12,2,4,11,14,3,2,5,4,31,3,7,3,5,7,4,3,18
OTU321,22,6,3,0,3,4,13,19,11,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,3
OTU322,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU323,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1
OTU325,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU326,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU327,0,10,1,2,1,3,1,4,13,0,1,0,5,7,3,0,2,2,0,5,3,2,0,2,2,10,1,2,1,0,1,1,4,1,0,6
OTU328,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
OTU330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU331,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU332,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1
OTU333,2,3,0,0,0,2,3,2,0,0,0,0,1,4,0,0,6,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,5,2,2,9
OTU334,1,30,11,3,16,13,113,25,42,0,0,1,24,5,1,1,2,1,0,1,1,2,4,2,6,3,2,3,9,2,0,0,10,3,1,2
OTU335,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4
OTU336,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU338,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU339,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU340,2,0,0,1,0,2,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,3,0,2,0,1,1,0,1,4
OTU341,2,4,0,0,0,1,3,4,3,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
OTU342,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU343,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU344,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU345,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,4,0,0,0
OTU347,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
OTU349,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
OTU350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
OTU351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0
OTU352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,2,0,0,0,0,0,3,0,0,0,0,0
OTU353,0,1,0,2,0,1,1,4,2,0,0,1,0,2,0,0,2,2,1,1,4,1,6,1,4,1,0,2,0,1,1,2,10,2,0,5
OTU354,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU355,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU356,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
OTU357,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,1,1,1,0,0,1,0,0,1,8,0,0,1
OTU358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,2,1,1
